platforms_total,platforms_major,platforms_roster_done,platforms_wdqs_ingested,wiki_roster_memberships,games_total,games_enriched,game_platform_links,release_dates,game_companies,game_tags,websites,external_games,images,videos,age_ratings,scores,wiki_pages_cached,wikidata_entities_cached
570,25,0,25,8163,15002,15002,23055,18945,23937,39484,5536,6676,249,578,8580,0,8,15552
